Label,Id
platform: media_player.pioneer,384
waiting feedback,385
kind/docs,386
work: fec review,387
templates,388
up for review,389
no repro,390
issue-needs-clarification,391
3 - done,6564
c:executor/task_result,393
tag: component: examples,394
needs: tests failures fixed,395
★★★,396
★★☆,397
possible-duplicate,398
linkify,399
size-small,400
staging vms,401
collector: mdstat,402
mopac,403
c:playbook/included_file,404
status-fixed,405
app-feedvalidator,406
trond,407
hal,408
tvdb,409
t: 小程序,410
frage,411
status: duplicate,412
projects,1522
easy,414
book creation,415
code generation,416
physics.optics,4447
backends/virtualbox,418
template packs,419
roadmap_candidate,420
platform: camera.onvif,2994
need-more-info,422
component: remote,423
apps.related_content,5658
jitclass,424
phase 5.1,425
reviewed/ready for merge,426
completed in beta,427
device_platforms,428
status.urgent,429
transient-problem,430
trigger: cron,431
corner case,432
old,433
talk-to: @anmolshkl,434
api: speech,435
submitter_not_replying,436
config revolution,437
priority: low,438
affects: tests,439
x: mh96dx,440
needs the best merge!,441
c-qt-gui,442
design flaw,443
possible student task,444
further details needed,445
contributing,446
subject:algorithms,447
uma,448
platform: light.hyperion,449
area: tests,450
c:inventory/inventory,451
st:needs-discussion,452
@high,453
[needs] research,454
platform: sensor.yr,455
updatenotifier,456
kind: using flocker,457
cli/pull,458
gui/osx,459
epic: unified-cobrapy-cameo,460
stat:deferred,461
主动调用,463
dev/2.11.x,464
ios link,465
tests needed,466
changelog not needed,467
state:cannot-reproduce,468
need contributors,4452
c:cli/pull,470
feature-wsgi,471
utils/display,472
combinatorics,473
support,474
area:gui,475
wordpress,476
gsoc-idea,478
area: fedora / redhat / centos,479
platform: device_tracker.owntracks,480
after-release,481
needsomeonetofinish,482
vendor:espressif,483
bite-size,1537
notifications,485
cartopy experience needed: high,486
platform: device_tracker.ubus,487
afl-multicore,488
area/docs/demo,489
love it!,490
extension-compatibility,491
platform: cover.template,492
pull request wanted,493
(1) investigated,494
area/subworkflows,495
information-leak,496
bug: stable,497
component: demo,5875
stable/2.2.x,499
aspect: parser,500
needs revision,501
pri:low,502
py3.6,503
severity: moderate,504
partially done,505
spam checks,506
cannot-reproduce,507
accounting,508
irsa,509
tag.encodings,510
scipy.special,511
area: pkging,512
platform: notify.html5,513
chit chat,514
glacier,515
platform: light.mochad,516
language / dutch,4459
component: juicenet,518
role,519
developers,520
status: paused,521
type:tooling,522
feature approved,523
models,524
t: unit-testing,525
provider/gce,526
☁ bug,527
component: history,528
platform: macos,529
issue-style,530
release: master,531
platform: climate.mqtt,532
c:players,533
major bug,1543
time,535
push,536
serializer,537
osx,538
newbie,539
platform:mobile,540
osp,541
gpu - new back-end,542
component:projects,543
p-minor,544
zmq-console,545
popularity/significant,546
exchange's fault,547
fix-locator-or-text,548
backends/hetzner,549
carddav,550
component: influxdb,551
mediacontrol,552
platform: media_player.aquostv,7357
status/qa,554
oversight,555
enhancement-for-developers,556
needs: more triage,557
bug:invalid,558
airbnb_roadmap,559
5 - deploying,560
@@slinkp,561
type_patch,562
committer_review,563
broken-ie,564
status: will not fix,565
solved,566
platform: desktop,567
defaults,568
team,569
multipleissues,570
setup,4473
topic-query,572
attic,573
vendor:arduino,574
operating system : windows,575
account recovery go live,576
do-in-parallel,7359
mentored,578
check python 3,579
component:ami,580
status: fix-submitted,581
stat:awaiting tensorflower,582
forwarded-upstream,583
current,584
component: configuration,585
component: device_tracker,1550
s1:dev,587
needs resubmit,588
frappe-support,589
[priority] high,2028
pure python mode,591
g2p,592
vectors,593
funded,594
component: calendar,595
component: gl,596
pull request is welcome,597
breadcrumbs,3017
unusual-merge-dealt-with,599
c-unpackers/docker,601
ipc,602
tasks,603
python 3.5,604
python 3.6,605
vmaccess,606
onion-services,607
log parsing,608
feature suggestion,609
language / japanese,610
bug high,611
area: hotkeys,612
area/logs,3021
data-model-centric,614
platform: notify.xmpp,615
needs-changelog,616
good-for-first-timers,617
log/console output,618
has test case,619
python 3.x,620
component-luxi,621
openlibrary metadata standard (olms),622
priority: major,3833
component: pyart.graph,624
infrastructure and config,625
c-vtk,626
parameterize,627
try_scheduler,628
needs: design,629
stat:needs-decision,631
printing,632
easy-pick,633
waiting_for_validation,634
use-case,635
migration: automatic,7367
c-subworkflows,637
project: style refresh,638
lowlevelnetworking,1556
awesome,641
bug: medium,642
component-ui,643
kind - bug,644
priority low,645
error handling,646
monitoring,647
s3,648
i - support,649
keepkey,650
raspberry pi,651
fps,652
pebkac,653
has unit test,654
broken csp,655
tag:encoding-error,656
gci-task,657
by-core-dev,658
protobuf,659
platform: switch.flux,660
★★,661
status: completed,662
watchlist,1559
area: macos,664
data,665
pandas-integration,666
area: uploads,7372
.io.zmap,668
pending-user-input,669
v1.21,7373
ss,671
p2: urgent,672
exp/advanced,673
feature/web,4965
no programming required,674
status: works for me,675
sandbox,676
ready-for-merge,7375
could-not-reproduce,678
sf,679
ssh,2292
needs design,681
domain: test,682
topic: python,683
non-coding,684
c:plugins/connection/ssh,685
feature-change,686
activity:current,687
ttk,688
exp/beginner,689
platform: sensor.bh1750,690
waiting-for-updated-pr,691
jia,692
log in with,693
easyhack,694
payment methods,695
platform: sensor.pilight,696
caa signed,697
component: asterisk_mbox,698
executors,699
chromatic,700
sphinx extension,701
depends-on-tropo,702
template/safe_eval,703
old bug - might be invalid now,704
deprecate,3033
status/opaque-fix,706
runners,707
boundaryconditions,708
platform: media_player.emby,709
revert,710
upstream-rfc,711
win32,712
infoneeded,713
platform: climate.maxcube,714
linux-only,715
state: invalid,716
dont-merge,717
upstream fix required,718
component: docs,719
pynipap,720
abstraction,721
pri:feature,722
target-android-old,723
platform: camera.blink,724
hotdeployment,725
effort-medium,726
component: curaengine,727
component: fan,7386
container,729
api bug,730
review ok,731
waiting for contributor,732
jottalib,733
stage-review-fix,734
backport,2908
investigation,735
maybe fixed,736
olefile,737
patch: config change,738
c: release scripts,739
presets,740
plex,741
platform: docker,743
c: hashindex,744
bootloader,745
changes requested,746
training,747
programming,748
browser: ie,749
raet,750
minor: added config check,751
routes,752
1.2 release,753
subject:opf,754
needs-consensus,755
process/pending review,756
major enhancement,757
official clients,758
vote,759
open,760
priority: 1. high,761
solr-doc-manager,762
not urgent,763
linting,7390
platform: media_player.mpd,765
operating system : os x,766
core.arm_wells,767
e:linux,768
2,769
draft,770
types,771
area: webroot,772
blocket o_o,773
u: recipient,774
component: amcrest,775
awaiting user feedback,776
proxy mode,777
for paulus,779
sympy live,780
component: reviewer tools,781
needs-lint,782
discuss before doing,4508
c:utils/listify,784
smpp,785
future,786
renderer,6485
platform-osx,788
need-help,789
module enhancement,203
can't reproduce,790
c: backend,791
playbook/play_context,3052
plasma parameters,793
component: languages,795
update status,7399
c-db,797
area/infra,798
classflags,799
platform: fan.isy994,800
waiting_on_contributor,801
component/deck,802
note,803
zos,804
limited to: osx,805
bump version,806
to-do,807
area/pathod,808
fixed-in-next-release,809
beta compatibility,810
fixed in next release,4623
student applications,811
platform: media_player.sonos,812
needs: info,813
platform: binary_sensor.satel_integra,814
pages,815
configuration profiles,816
autorest issue,817
testcase,818
app:inboxen,819
platform: sensor.octoprint,820
experience-needed: low,821
component: beacon,7403
platform: sensor.blockchain,823
worker crashes,824
datetime,825
needs doc,826
area:analysis server,827
f: exception notification,828
install help,829
2.enhancement,830
governance and rollout,5925
pull: reviewed,832
xml,833
platform: alarm_control_panel.spc,834
appliance,3254
unittested,835
dynamodb,836
fix-it,837
platform: sensor.juicenet,838
zk3.5,839
requires-production,840
holy cr*p,841
please test,843
long-term-project,845
tag.cygwin,846
freezing,847
clang,848
fix in testing,7406
gwpy.io,850
need-testcase,852
needs better patch,853
resource,854
settings,855
a-packages,856
lv: medium,857
a: in progress,858
platform: cloud.const,859
platform: camera.amcrest,860
type: rfc,861
component: hdmi_cec,862
update needed,5107
area/lambda,4518
cla: no,865
domain: docs,866
status: confirmed,867
rfc-compliance,5139
status-invalid,869
platform: recorder.const,5936
est_medium,871
notanissue,872
papyon,1600
screed,874
scoring,4520
type:bug/performance,876
area: core,877
level:medium,878
serialization,879
web ui,880
type: support/question,881
component: zoneminder,882
won't fix,883
stale_ci,884
s,885
integrations: django,886
current sprint,887
platform: sensor.homematic,888
pr: ready for review,889
0.8.x,890
long-term plan,891
worker hangs,5319
waiting-for-reply,893
usecase,894
component:find in files,895
cmd: check,896
server update,897
better,4527
wunderlist bug,899
stretch,900
milestone-release0.73,5946
design-fixes,901
platform: sensor.ecobee,902
display-bug,903
low priority,904
needed by: openstack tools,905
motives,906
scipy.weave,4529
test improvement,908
shortlist,909
p3 - normal,910
api: pubsub,911
pentest,912
platform: light.template,913
x: publeaks,914
gamess,915
type.admin,1606
ntheory,917
myanimelist import,918
core/calico,919
needs changes,920
policies,921
language / english,922
c:template/templar,923
complexity-medium,924
trello,925
pr: for current release,926
refactoring - code quality,927
dubious,928
c:cli/adhoc,929
domain: devops,7421
package-intermediate,931
documentation_only,932
sourceforge,5953
alfred3,934
docs_report,935
libclang upstream,937
collector: elasticsearch,938
component: ui tests,939
32 bit,940
component: downloads,941
c:executor/stats,5956
bug: need confirmation,943
type: feature,944
tracking,945
type:internal,946
new corpus,947
component: core,948
talk-to: @benhenning,949
put()/get(),950
area: markdown,951
.clients.filesystem,952
v - pro 1.4.1,4541
platform: recorder.purge,3083
gh review: accepted,955
n - range cards,956
area/volumes,957
not yet,958
3 - in progress,959
authentication/keys,960
component: other,961
platform: sensor.ebox,7431
shrink-quality,3086
needs-unittest,5959
i - oa2020,965
state compiler,966
o-distributed,967
dart,5830
template module,969
atcd,970
component: process,971
zreleased - boron,972
io parquet,973
swag reward,974
breakage,975
cat: ui,977
no-changelog-entry-needed,978
intel,979
module: exports,1621
discarded,981
component: hints,982
component: frontend,983
integrals,984
input needed,985
✈︎,3091
platform: sensor.arlo,987
need help,988
component-dispatching,989
component: config,990
area/config,991
platform: switch.xiaomi_vacuum,992
needs-sample,993
clouder core,994
post-build plugin,995
sdk-later,996
want pull request,997
simplate bug/feature,998
ng-storagedriver,999
ddn,1000
gardenia,1627
nddata,1002
waiting for response,1003
effort high,1004
low hanging,6469
priority: p2+,1005
known-issue,1006
asciidoc,5968
platform: notify.twitter,1008
fucking blizzard,1009
milestone-release1.0,1010
work needed,1011
contributor/production-tested,1012
package,1013
ack,1014
component:code completion,1015
aci,1016
process/approved,1017
acs,1018
acr,1019
component: snips,1020
long-term goal,1021
domain: web-client,1022
autotools,1023
topic - logging,1024
component: tutorials,1025
component: firefox accounts,1026
new viewer,1027
topic:ui,1028
hdmi2ethernet,1634
waiting for reply,1030
needs-fix,1031
docs & demos,3101
moderate fix,1034
component: automation,7319
platform: light.vera,1035
provider/aws,1036
lisp-python-interop,1037
generated-client-updated,1038
area/addons,1039
level-hardware,1040
design discussions,164
local backend,1042
complete,1043
@@nickgrossman,1044
cloudfront,1045
pr/awaiting review,1046
platform: camera.usps,1047
:internal,1048
size-large,1049
buying,1050
c:module_utils/facts,1052
needs_discussion,1053
s-minor,1054
project: devhub landing page v1,1055
gamess-uk,8688
shell-support,1056
followup,7446
phase 4,1058
idle-add,1641
area: right-sidebar,1060
difficulty: medium,1062
it's huge!,1063
platform: climate.xknx,3106
design question,1065
example-request,1066
lsst,1068
p-critical,1069
u: custodian,1070
priority.deferred,1071
noresponse,1072
difficulty-expert,1073
c:playbook/attribute,1074
vocabulary,1075
p-work in progress,1076
v.1.7.2-beta,1077
kind - crash,1078
2.0-prototyped,1079
webservice,1080
on hold - input required,1081
waiting on response from originator,8441
mast,1082
data_model,1083
tag: bep,1084
student registration,1085
whatsnew-needed,7707
new dev friendly,1087
kind/help wanted,1088
☠ security ☠,1089
platform: switch.zha,4557
area/protocols,1091
tw,1092
resolution: invalid,1093
chewing,1094
v1.4,1095
01 type: bug,1096
zmq,1097
homepage,1098
g-testing,1099
needs testing,1100
game-server,1101
pr requested,1102
area: documentation (api and integrations),1103
milestone-0.4.0,1104
feedback requested,1105
regression-test-needed,1106
size: md,6778
area/languages,1107
wting-cares,1108
large,1109
needs update,1110
small,1111
new plugin,1112
for our information,1113
merging-to-master,1114
has conflicts,1115
component: wink,1116
interactive api documentation,1117
sync,1118
pull-request,1119
language support,1120
handparser,7455
plugin fixup,1122
component: modbus,1123
unreleased fix,1124
m3u backend,7457
won't fix for now,1126
enhancement-proposal,1127
copter-wiki,1128
contributor-friendly,1129
undecided,1130
need-info,1132
area: catalog,1133
fixed in branch,3120
cython,1651
quality of implementation,1137
resource/asg,1138
no module,7709
shouldtotallyusepython3,1139
status: invalid,1140
low-hanging-fruit,1653
component: persistent_notification,1142
s-wishlist,7460
to-fix,1144
scope/epic,1145
platform: notify.discord,1146
emulator,1147
plugin: cache,1148
social,1149
vmencryption,1150
scope: core,1151
component: canvas,1152
tokenizer,1153
viewer-histogram,1154
requires triaging,1155
cloudformation,1156
tag: py2,1157
display model,1158
platform: binary_sensor.enocean,1159
already-fixed,1160
fix-in-progress,1161
platform: camera.zoneminder,1162
difficulty-beginner,1163
archived,1164
new iconset,1166
needs verification,1167
mecab,1168
c:plugins/connection,1169
translation-memory,1170
kind/test,1171
talk-to: @anthkris,6482
platform: light.isy994,1172
unmergeable,1173
fixed in master,1174
source control,1175
tested,1176
component: __init__,1177
vendor:microchip,1178
in_progress,1179
bad usability,1180
science,1181
somebody else do it. please!,1182
awaiting feedback on fix,1183
autocomplete,1184
cla-rejected,1185
status: not started,1186
cherrypy documentation,1657
experimental branch,1188
search-index,1189
platform: device_tracker.tesla,1190
prompt,1191
scan,1192
comp-robust,1193
new font,1195
downloadaudio,5992
priority/p4-backlog,1197
autocomplete pallet,3132
axis,1199
information,1200
kind/experimental,1201
pr status: needs improvement,4572
platform: sensor.onewire,7463
closed-as-duplicate,1204
topic - extras,1205
greenkeeper,1206
reso: referred,1207
device support,1208
folder contents,1209
platform: switch.verisure,1210
! important !,1211
mapping,1212
preprocessing,1213
parsing/vault/,1661
unable to reproduce,1215
p-high,1216
component: input_number,5995
github,1218
platform: switch.telnet,1219
e:python-ucs2,1220
django,1221
not a bug,1222
api-review,1223
replied,1224
p-core,1225
severity: blocker,1226
collector: glusterfs,1227
status/ready-to-merge,5998
platform: switch.wemo,1229
pr: declined,4576
runbot,1231
user interface,1232
module: life,1233
verified bug,1234
test-suite,1236
type: performance,1237
subject:encoders,1238
b - help wanted,1239
misuse,1240
subtitles,1241
.io.xseed,1242
tauto-3,1666
gitlab,1244
hotkeys,1245
uploads,1246
domain: build,1247
99 tag: plone 5.x,1248
component-wconfd,1249
v0.10.0,1250
platform: sensor.coinmarketcap,1251
numeric,1252
sublime2,1253
easyfix,1254
numerix,1255
c-version tree,1256
fix-framework,7579
status: ready,1258
has workaround,1259
component: gevent workers pool,1260
platform: zwave.const,1261
affects_2.0,1262
affects_2.1,1263
affects_2.2,1264
affects_2.3,1265
affects_2.4,1266
affects_2.5,1267
platform: sensor.knx,1268
saas.py,1269
prio:critical,1270
area: search,1271
cloudwatch,1272
research,1273
plotting,1274
bot_broken,1275
.clients.fdsn,1276
status: work in progress,1277
localization,1278
maybe invalid,1279
porcelain,1280
project: 2017 q2,1281
project: 2017 q3,1282
cannot fix - limitation of windows,1283
proxy,1284
area/workflows,1285
clients.nrl,1286
service,1287
if_time_allows,1288
b-enhancement,1289
spark/adam,1290
major,1291
plugin: xdist,1292
insufficient details,1293
kobo,3901
network io,1295
futurize script,1296
anonymity,1297
stat:unread,1298
atc_api,5366
neovim,1299
feature enhance,1300
t:bug,1301
zu prüfen,1302
z backport 2.0.5,1303
ready for testing,1304
code-quality,1305
dep-glue,1306
tag:api,1307
prio-2-high,1308
status: decision needed,1309
source:core,5351
not priority,1310
component: zha,1311
v0.14,1312
encfs,1313
algos,1314
meta:rejected,1315
area/tool-dependencies,742
tag.docs,1317
need pr,1318
maintainability,1319
status-duplicate,1320
c:plugins/shell,1321
document schema update,1322
defect,1323
r=weppos,7478
p2 - major,1325
waiting on author,1326
milestone-0.7.0,1327
data io,1328
backend : all,1329
needsreview,1330
need-to-reproduce,1331
internal,1332
directives,1333
content / perseus,1334
alsa,1335
perfomance,1336
core.arm_layouts,1337
parameters module,1338
43 lvl: complex,1339
kind - docs,1340
ready-for-final-review,1341
western digital,7481
requires-resource-model-update,1343
under review,1344
comp-client,1345
accepted feature,1346
status/help-wanted,1347
0.8-blocker,1348
patch: typo fix,1349
output-formatting,1350
need-input,1351
utils.tap,1352
⭐️,1353
wording,1354
pwcache,1355
wsgi,1356
customforms,1358
management-commands,1359
control flow,1360
platform: sensor.hddtemp,1361
2 - needs decision,5579
status-wontfix,1362
micro decision,1363
s3md5,1364
cont_usability,1365
packaging & defaults,1366
kind: installing-flocker,1367
contrib-idea,1368
nice idea,1369
component: mozilla,1370
component/rosco,1371
tag: api: models,1372
dependent,1373
fix released,1374
easy task!!!,1375
platform: media_player.denonavr,1376
topic: html,1377
sub-task,1378
need-tests,1379
docmebro,1380
status: pr received,1381
rfr,1382
platform: camera.synology,1383
needs-tests,1384
name resolution,4603
guessit,4604
bytes,1387
rfc,1388
tech support,1389
downstream issue,1390
rfe,1391
flatpak,1392
3d,6030
type: deprecation,1394
crm,1395
priority - medium,4605
ses,1397
platform: sensor.pushbullet,7493
sep,1399
component: alexa,1400
jade,1401
type:for-contract,3167
#plugins,1402
polish,7495
os/microsoft,1404
a-feature,1405
e:windows,1406
money i/o,1407
platform: sensor.eliqonline,1408
[docs] enhancement,1409
fix in progress,1410
文档,1411
platform: binary_sensor.ring,1412
focus - publishing,1413
type:docs,1414
provisionning,1415
javascript,1416
prerelease,1417
interface,1418
sidefx,1419
hansard,1420
stand by,1421
priority/backlog,1422
openusb,1423
comp_game_logic,1424
long-term,1425
pdf,1426
bit rotted,1427
platform: binary_sensor.wemo,1428
code/project quality,1429
glue.core,1430
needunittest,1431
ubuntu,1689
community,1433
good-for-first-contributors,1434
area/results,1435
invalid: wontfix,1436
improvement,3174
component: light,1438
c:plugins/connection/winrm,1439
platform: switch.mqtt,7501
hannanum,1441
publishing,1442
io sql,1443
status: wontfix,1444
tablename,1445
user feedback required,1446
reso: completed,1447
dataset request,1448
waiting_on_maintainer,1449
status: blocked,1450
necessary improvement,6785
has pull,1451
vendor:intel,1452
needs-contributor,1453
chatbridge,1454
moderation,1455
pedir soporte para nuevo canal,1456
minor: prs-welcome,1457
dependencies met,1458
state:help wanted,1459
✈ low-hanging fruit,1460
feature:change,1461
mlo,1462
optimization,1463
error,50
platform: zwave.api,1465
featurerequest,1466
parsing/splitter,1467
webextensions-firefox,81
component: multicompartmental,1469
user_data,1470
needs rebase,1471
sucursales,600
tag.leaks,1473
tag:solver-messaging,1474
cli/vault,115
historique,1476
fetching,1477
release-note-required,4895
t-libs,1478
shell job adaptor,1479
aggregation framework,1480
android-story-list,1481
prio-4-low,1482
boundary elements,1483
psf,3180
comp-tsa,190
levels,195
t: 消息管理,1487
decompiler,1488
pbs adaptor,1489
werkzeug.contrib,1490
need_review,1491
concrete,1492
system architecture,1493
component: kira,1494
comp_market,1495
docs-website,1496
phase iii,1497
telegram,1498
c:plugins/connection/local,1499
datastore module,1500
tag: docs,1501
mysql,1502
v - services,1503
clean up issue,1504
relevancy,1505
handler: cloudwatch,1506
要求帮助,1507
pycon2014 sprint,1508
signals,1509
contrib and provisioning,1510
submissions,1511
speech synth drivers,1512
harvesting,1513
qa: not needed,1514
emergency,1515
format,1516
fix committed,1517
already-treated,1518
beginner issue,1519
inprogress,1520
big picture,1521
web interface,413
feedback please!,1523
component: ecobee,1524
context:icons,1525
facets,1526
status/needs discussion,1527
communications,1528
continue,1529
tool: tweak,1530
android-feed-list,1531
affects-dev,1532
methods,1533
pending fix,1534
senate,1535
topic-import-cycles,1536
afl-sync,484
platform: notify.clicksend,1538
platform: media_player.gstreamer,1540
stat:awaiting response,1541
sprint,1542
platform: media_player.russound_rnet,534
resolution: not tested,1544
oblivion,3188
simbad,1546
sudo(),6853
component: cloud,1547
module: playlists,1548
not vim-ipython issue,1549
tests: missing,586
platform: http.static,1551
awaiting informations,1722
swimlane-misc,1553
testsuite,1554
module: charts,1555
can-be-merged,640
✖ work-in-progress,1557
need:test,1558
pull: not ready,663
sub-project,1560
node script,1561
priority:4,1562
priority:1,1563
gh-pages,1564
priority:3,1565
closed: limitation,1566
troubleshooting,1567
contributor,1568
stat:resolved,1569
:reporting,1570
scipy.optimize,1571
clustering,1572
more-info,1573
minor improvement,1574
api consistency,1575
needs work,1576
spam,1577
team core,1578
type-patch,1579
io csv,1727
type: polish,1581
blueprint,1582
area/examples,1583
cors-bugs,1584
elsewhere,1585
link,1586
doc request,1587
bitesize,1588
data improvement,1589
lib/tree,1590
component: arduino,1591
ux,1592
severity: blocking,1593
not enough info,1594
classicalmf,863
remove-platform,1596
git-annex,1597
size-medium,1598
ui,1599
verification,873
hash-change,1601
category: deployment,1602
type: refactoring,1603
parser,1604
code-review-required,1605
release-note-needed,916
desktop-app,1730
clean up,1608
python-crash,1609
1 - on deck,1610
cat: refactor,1612
needs response,1613
invalid,1615
os:macos,1616
deffered,1617
actors,1618
oletools,1619
solvers.solve,1620
module_utils/,980
plz-review,1622
area: production,1623
l1:moderate,1624
gameday,1625
backend:socketcan,1626
needs decision,1001
priority: enhancement,1628
milestone-1.1.0,1629
platform: device_tracker.zha,1630
for version 3.0,1631
external fix,1632
bug-external-tools,1633
minor tweak,1029
architectural design,1635
lang,1636
oleid,6065
s3stream,1638
algorithm,1639
work in progress - don't review yet,1640
kinetics,1059
platform: light.knx,4343
extensibility,1643
code,1644
